objectid,arastirmaci,eser_adi,muellif_adi,muellif_meslegi,muellif_olum,muellif_aile,muellif_memleketi,padisah_donemi,telif_tarih,eser_dili,eser_alt_turu,yazin_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_dili,baglantili_eser_tarihi,cilt_sayisi,takdim_hediye,tarihsel_kapsam,tematik_kapsam,kaynak,ilave_notlar,sayfa_no
riyaziye_0106,,Adlâ'-ı Müsellesât Risalesi,Gelenbevî İsmail Efendi,İslâmın meşhur riyaziyecilerinden,,,,,1220 (1805),,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Basılmıştır.,265
riyaziye_0107,,Tehzîb Haşiyesi,Gelenbevî İsmail Efendi,İslâmın meşhur riyaziyecilerinden,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Basılmıştır.,265
riyaziye_0108,,Celâl Haşiyesi,Gelenbevî İsmail Efendi,İslâmın meşhur riyaziyecilerinden,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Basılmıştır. Hocalar arasında merhum Hoca'yı kemâl-i hürmetle yâd ettiren en büyük eseri bu (Celâl Hâşiyesi)'dir.,265
riyaziye_0109,,Rub'u ve'l-Mukantarat,Gedusî Süleyman Murad Efendi,Riyaziyeci,1270 (1854) tarihlerinde memleketinde irtihal etmiştir,,,,Risalenin te'lîf tarihi 1268 (1852)'dir,,,,,,,,,,,,Matbu' eserin müellifidir. Risale bir mukaddime ile on iki bab üzerine tertîb edilmiş olup rub'u dairenin (dairenin dörtte birinin) ciyb (sinüs) tarafından alınmasına dâirdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Esasen Arapça yazdığı (Mukantarat) ve (Cib) risalelerini terceme etmiştir ki her ikisi de basılmıştır.,265
riyaziye_0110,,Kutbiyye,Şeyh Mehmed Sa'dî Efendi,İrtifa' ilminde ve mîkatta rusuh sâhibi,,,Civarı kaza olan Gördes'lidir,,1163 (1750),,,Manzum,,,,,,,,,İrtifa' usulüne dair manzum eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Nüshası Nur-i Osmaniye Kütübhanesinde mevcuttur.,265
riyaziye_0111,,Ravzatü'l-Müneccimîn,Hüseyin İbn-i Hasan Konevî,Riyaziyeci (Hicrî sekizinci asır),,,,,833 (1430),,,,,,,,,,,,İlm-i nücûm yâni ilm-i hey'etle (astronomi ile) yıldızların ahkâmına dâir mufassal tarihler içerir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,266
riyaziye_0112,,Mir'âtü'l-Kulûb,Hüseyin Hüsnî Efendi «Mü'minzâde»,"Riyaziyeci, maliye me'murlarından, ikinci müneccim",,,İstanbul'ludur,Sultan Üçüncü Osman ve Sultan Birinci Mahmud,,Türkçe,,,,,,,,,,,Rakamlar ilminden muhtelif fasıllar üzerine eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bir nüshası Beşiktaş'ta Yahya Efendi Dergâhı Kütübhanesinde mevcuttur.,266
riyaziye_0113,,Lâlând'ın zîcinin tercemesi (genişletilmiş),Hüseyin Hüsnî Efendi «Mü'minzâde»,Riyaziyeci,,,,,,,,Tercüme (genişletilmiş),Tercüme ve genişletme,,Meşhur rasathaneci Lâlând,,,,,,Altı bab üzerine genişleterek terceme etmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,266
riyaziye_0114,,,Hacı Mahmud Efendi,"Riyaziyeci, Süleymaniye Muvakkitliği","el-müteveffâ fî 20 Rebiulâhir sene 1223 (1808), Şeyhü'l-İslâm Arif Hikmet Bey'in Nuh Kuyusunda bulunan türbesinin avlusunda defn olunmuştur",Niş ser-gerdelerinden 1173 (1760)'de vefat eden Hacı Hasan Çavuş'un oğludur,,,,,,,,,,,,,,,Riyaziyeye dâir yazdığı eserlerden yalnız risaleler görülmüştür. Devamı sayfa 267'de.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Babasının hayatında ilim tahsîli için Kahire'ye giderek Câmi'ü'l-Ezher'de uzun müddet Şeyh Hasan el-Ceberti el-Hanefî'den ilm-i nücûm ve hey'et (astronomi) öğrenimi görmüştür. Sultan Birinci Abdülhamid'in saltanatının sonlarına doğru İstanbul'a gelmiş ve padişahın iltifatına mazhar olmuştur. Bu münasebetle kendisine ve evlâdına meşrût olmak üzere Süleymaniye Muvakkitliği ile beraber Süleymaniye'nin Dökmeciler tarafına bakan meydana çıkan merdivenin üzerindeki ev ihsan buyurulmuştur. Yaşı doksanı mütecaviz idi. Mezar taşında oğlu Süleymaniye Muvakkıti Hattat Hacı Mustafa Efendi'nin imzası ile şu kitabe kazınmıştır: «Hâzâ kabri el-hac Mahmud ibn-i el-hac Hasan en-Nâşî. el-Muvakkîtü bi-Câmi'is-Sultan Süleyman Han aleyhi'r-rahmetü ve'l-gufrân. el-müteveffâ fî 20 Rebiulâhir sene 1223 (1808)»,266
riyaziye_0115,,Risaletün fî Resmi'l-Küreti,Hacı Mahmud Efendi,Riyaziyeci,,,,,,Arapça,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0116,,"Der Beyân-ı Takdîm-i Havas, ki Takvîm-i Erkam ve Hurûf-i Gûyend",Hacı Mahmud Efendi,Riyaziyeci,,,,,,Türkçe,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0117,,Kaide-i İstihrac-ı Husûf,Hacı Mahmud Efendi,Riyaziyeci,,,,,,Türkçe,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0118,,Kaidetü fî İstihrac-ı Küsûf,Hacı Mahmud Efendi,Riyaziyeci,,,,,,Türkçe,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0119,,Kaidetü fî Vaz'ı Cedvel-i İhtilâfi'l-Manzarı,Hacı Mahmud Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0120,,Harekâtü'l-Kevâkibi's-Sâbiteti,Hacı Mahmud Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0121,,Lağım Risalesi,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,"Riyaziyeci, Mühendishane baş-hoca",Şam valiliğinde irtihal etmiştir,Müşîr Emîn Paşa'nın babasıdır,Kırım'a bağlı Taman (Tıman) beldesindendir,,1209 (1795) tarihinde basılan eseridir,,,,,,,,,,,,Mühendishanenin açılış tarihi olan 1210 (1796) senesinden itibaren yirmi iki sene baş-hoca adı ile muhtelif ders ve ilimleri okutan Osmanlı riyaziyecilerinin güneşidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",O zamanki talebe arasında (Büyük Hüseyin Efendi) şöhreti ile ma'ruftu. Dipnot: 1211 (1797)'de yazılmış bir nüshası Manastır Kütübhanesinde mevcuttur.,267
riyaziye_0122,,Usûl-i Hendese,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,1212 (1797),,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0123,,Müsellesât-ı Müsteviye,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,1212 (1797),,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0124,,İmtihanü'l-Mühendisîn,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0125,,Usûl-i İstihkâmat,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0126,,Usûl-i İnşâ-i Tarik,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0127,,Mecmuatü'l-Mühendisîn,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,1217 (1802),,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0128,,Telhîsu'l-Eşkâl,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,"1239 (1824), Mısır'da",,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0129,,el-Medhalü fî'l-Coğrafya,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,,Arapça,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0130,,İrtifa' Risalesi,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0131,,Humbara Cedveli,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,267
riyaziye_0132,,Feridetü'l-Münîreti fî İlmi'l-Küreti,Hüseyin Rıfkî Efendi «Büyük Hüseyin Efendi»,Riyaziyeci,,,,,1232 (1817) de Medine-i Münevvere'nin mukaddes binalarının tâmirine me'mur olarak gönderildikleri zaman orada vefat etmiştir,Arapça,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Yazma bir eseridir. Harbiye Mektebinin derslerinin tensîkinde büyük himmeti görülmüştür. (Mecmuatü'l-Mühendisîn) hakkında Askerî Müzesi müdürü Ahmed Muhtar Paşa'nın (Ahval-nâme-i Müellefat-ı Askeriye-i Osmaniye) adlı eserinde lüzumlu izahat vardır.,267
riyaziye_0133,,Teslîs-i Zevaya,Hüseyin Efendi «Mısriyyecizâde»,"Riyaziyeci, Mühendishane Mektebinde (Ser-halîfe)lik",,,,,1237 (1822),,,,,,,,,,,,"Mühendishane Mektebinde riyazî ilimleri öğreten Osmanlı riyaziyecilerindendir. Basılmış müstakil bir risalesi. Devamı sayfa 268'de. Riyaziyecilerin ma'lûmları olduğu üzere bir zaviye (açı) veya bir kavsin (yayın) müsavî üç kısma taksîmi, bir mük'âbın (küb'ün) dıl'ına müsavî başka bir mük'âb inşası, bir daireye müsavi mürabba' tersîmi bugün hal olunamayan mes'elelerdendir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Hüseyin Efendi merhum'un risalesinin de esasen maksadı te'min edemediği zamanımız Osmanlı riyaziyecilerinin reislerinin reisi makamında olan Vidinli Tevfik Paşa merhum'un bu maddeye dair yazdığı makaleleri ile de sabittir.,267
riyaziye_0134,,Tesviye-i Turûk,Hacı Hüseyin Rıfkî Paşa «Ferîk» (Tümgeneral),Riyaziyeci,1329 (1913) tarihinde irtihal ederek Fatih Türbesi avlusuna defn edilmiştir,Mühendishane-i Berrî-i Hümâyun hocalarından Ali Bey'in oğludur,,,1263 (1847) tarihinde tahsîlini ikmâl için Viyana'ya gönderildi,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Babasının muallim bulunduğu mektebte tahsil ederek beş-altı arkadaşı ile beraber tahsîlini ikmâl için Viyana'ya gönderildi. Tahsil esnasında Osmanlı Tarihi'ni (Almança-Nemçe)ye terceme etmiş ve imparator tarafından takdire mazhar olarak şerefine bir ziyafet verilmiştir. Tahsîlini ikmâlden sonra İstanbul'a avdetle askerî mekteb ve dairelerde hizmet ifa etmiştir.,268
riyaziye_0135,,İstihkâmat-ı Cesîme,Hacı Hüseyin Rıfkî Paşa «Ferîk» (Tümgeneral),Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,268
riyaziye_0136,,Topçuluk Fennî,Hacı Hüseyin Rıfkî Paşa «Ferîk» (Tümgeneral),Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Son eseri Sultanahmed sergisinde teşhîr edilip takdîr edilmişti.,268
riyaziye_0137,,Şems-i Leylân,Hacı Mehmed Ağa İbn-i Abdullah Akpınarî,"Sultan Mustafa'nın maiyyetinde me'murlardan, mehter",,,,Kanunî Sultan Süleyman'ın şehzadelerinden Sultan Mustafa'nın Amasya Valiliği zamanı,Sene: 953 (1546),,,,,,,,,,,,"Baş tarafı «Kavâid» ve «Fevâid», sonu «Mesâil-i hisabiyye»den bahseden eser.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",İmzasını «El-Hac Mehmed an Cemâati Mehterân» diye yazdığına göre şehzadenin mehterlerinden olduğu anlaşılıyor. Nihayetindeki manzume: «Mâ'rifet revminden açtın nikaabı / l'yân ettin mesâil-i hisâbı / Amasya'da kıldın feth-i bâbı / Sehabından çıkardın âfitâbı / Denildi Bâyezid Paşa'da tarih / Yazıp verin emire bu kitâbı.» Köprü'de câmii ile mektebi olduğu ve burada medfûn bulunduğu rivayet edilmiştir.,268
riyaziye_0138,,Hendese-i Musattıha,Hasan Fuat Paşa «Zanoğlu Sefer Paşa hafidi»,"Riyaziyeci, Askerî ve Mülkî mekteblerde riyaziye hocalığı","1329 (1913) tarihinde emekli olarak İstanbul'da vefat etmiştir, Kılıç Ali Paşa Camii avlusunda defn edilmiştir",,Çerkes kabilelerinden «Bejedoğ» Kabilesi beylerinden,,,,,,,,,,,,,,Hür fikirli ve sağlam ahlâklı bir zat olup Harbiye Mektebinden me'zunyietinden sonra kırk sene Askerî ve Mülkî mekteblerde riyaziye hocalığı yapmıştır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Son me'muriyeti Askerî İdadî (Lise) «ders nezareti» idi.,269
riyaziye_0139,,Hendese-i Mücessime,Hasan Fuat Paşa «Zanoğlu Sefer Paşa hafidi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,269
riyaziye_0140,,Hendese-i Resîme,Hasan Fuat Paşa «Zanoğlu Sefer Paşa hafidi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,269
riyaziye_0141,,Hendese-i Murakkama,Hasan Fuat Paşa «Zanoğlu Sefer Paşa hafidi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,269
riyaziye_0142,,Amelî Hendese ve Resm-i Hattî,Hasan Fuat Paşa «Zanoğlu Sefer Paşa hafidi»,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,269
riyaziye_0143,,,Halil Faiz Efendi,"Ulemâ ve fen erbabından, fevkalâde zekî, riyaziyeci",1134 (1722) tarihinde intihar ederek vefat etmiş ve Yedikule Kapısı dışarısındaki Kirişhane Mezarlığında babasının yanına defn edilmiştir,Cabî-Zâde Mustafa Efendi'nin sulbünden,"İstanbul'dan yetişmiştir, 1080 (1670) tarihinde Yedikule Mahallesinde dünyaya geldi",,,,,,,,,,,,,,"İlk tahsîlini bitirdikten sonra âlet ilimleri ve dinî ilimlerin tahsîlini zamanının büyük âlimlerinden Kara Halîl, Bostan Salih, Mestcî-zâde Abdullah, Mutavvelci Efendi'lerden, farsça kaideleri (gerameri) de Neşatî Dede'den parlak bir surette ikmal ederek bilinen usul dairesinde ders okutmağa başladı.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Bir aralık şiirle de meşgul olup muasırı bulunan şairlerin takdîrini celbedecek derecede şairane iktidar göstermiştir. Yine bu sıralarda riyaziye tahsîlinin lüzumunu takdîr ederek zamanın riyaziyecilerinden bu noksanını da ikmal etmiştir. Maalesef sevdâ illetine mübtelâ olarak tabiatiyle tedrîs âleminden çekildi. İcazet almağa başlayan talebesini de çaresiz tahsîl şerefinden mahrum bırakmıştır. Şairlikteki iktidarına nümune olmak üzere «Şakayık» zeyli (Şeyhî)'den şu gazel alınmıştır: «Biz ki dilden emel-i rahatı dûr eylemişiz, / Çekilüp kûşe-i gam-gâha huzur eylemişiz.» Eserleri sayfa 270'te. Devam eden gazel: «Feyz-i tevfîk ile piçîde idince nice kez / Pençe-i şahsı gam ü mihnete devr eylemişiz. Fikr-i didâr ile hizmetine eyyam içre / Keşti-zâr-ı emelî mezra'-i mûr eylemişiz. Halden dideyi hayfâ ki edip biz tahvil / Mahv-ı nüzzare-i didâr-ı umûr eylemişiz. Gösterüp bezm-i belâgatte yed-i beyzâyı / (Faizâ) arzâ ki âlemi Tûr eylemişiz.»",269
riyaziye_0144,,Sûre-i A'raf Tefsîri Risalesi,Halil Faiz Efendi,"Ulemâ, fen erbabı, riyaziyeci",,,,,,Arapça,,,,,,,,,,,Tefsîr ilminden (Sûre-i A'raf)'daki «Ve câvezna bi-benî İsrâîle'l-bahr» âyet-i kerîmesinin tefsîrini beyân edici risale.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0145,,Telhîs Şerhi Hâşiyesi,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,Hâşiye,,Fenârî-zâde Hasan Çelebi'nin meşhur hâşiyesi,,,,,,Meânî ve Beyandan (Telhîs) şerhi üzerine ulemâ (âlimler) arasında meşhur hâşiye'sinin ekser bahislerine ta'likat.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0146,,Hüseyniye Risalesi Şerhi,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,Şerh,,,,,,,,İlm-i âdâb-ı münâzaradan (Hüseyniye) risalesine şerh.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0147,,Kavâid-i Farisiyye Şerhi,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,Şerh,,Mevlevî fuzalâsından Neşatî Dede,,,,,,Neşatî Dede'nin farsça kaideleri eserine şerh.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0148,,Alâka Risalesi Şerhi,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,Şerh,,,,,,,,Meânî ilminden (Alâka) risalesine şerh.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0149,,"Tütün, Kahve, Afyon Hakkında Hususî Risale",Halil Faiz Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,"Tütün çiğnemek, kahve içmek ve afyon yutmağa dair hususî risale.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0150,,Karîne Tarifine Dair Hususî Risale,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0151,,Fütûh-ı Alâiyye,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,İlm-i Nücum-Hey'et'de (Astronomide) münakaşalara sebeb olan bâzı bahislerin halline dâir hususî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0152,,Nûniyye Kasidesi Şerhi,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,Şerh,,Merhum Hızır Bey,,,,,,İlm-i Kelâm'dan merhum Hızır Bey'in (Nûniyye) kasidesine şerh.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0153,,Hesâb-ı Tencîm Risalesi,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,Riyaziyeden (Hesâb-ı Tencîm) mes'elelerine dâir müstakil eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0154,,es-Savletü'l-Hizbiriyye,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,Riyaziyeden (Cebir) mes'elelerini beyân eden hususî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0155,,Fezleketü'l-Hesab,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,"Riyaziye ilminden bir mukaddime altı bab, bir hâtime üzerine tertîb edilmiş müstakil eser.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bu âciz (Bursalı Mehmed Tâhir) tarafından Dârü'l-Fünûn-ı Osmanî Kütübhanesine hediye edilmiştir.,270
riyaziye_0156,,Divan,Halil Faiz Efendi,Riyaziyeci,,,,,,,,Manzum,,,,,,,,,Şiir ilminden bir dîvan.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,270
riyaziye_0157,,Makalâtü's-Seyyare,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,,,,,,,,,Nücûm ilminden (astronomi'den) seyyarelerin ilmî hareketlerine dâir risale.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","İşbu eserlerden (Nûniyye), (Kavâid-i Fârisiyye) şerhleri ile (Hesâb-ı Tencîm)'den başkası Sultan İkinci Bâyezid Câmii içindeki Şeyhü'l-İslâm Veliyyüddin Efendi Kütübhanesinde vardır.",271
riyaziye_0158,,Seyyid Şerîf Risalesi Şerhi,Halil Faiz Efendi,Riyaziyeci,,,,,,,,,Şerh,,Seyyid Şerîf,,,,,,İlm-i âdâb-ı münâzaradan Seyyid Şerîf'in risalesine şerh.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,271
riyaziye_0159,,Hendese-i Resmiyye ve Tatbîkatı,Hayrî Bey,"Riyaziyeci, Mühendishane-i Berrî-i Hümâyun'da Hendese-i Resmiyye muallimi, Demiryolları Müdürlüğü","1332 (1916) senesinde irtihal etmiştir, Kasımpaşa'da Sinan Paşa Camii avlusuna defn edilmiştir",,İstanbul'ludur,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",İlk tahsîlini memleketi olan İstanbul'da ikmalden sonra Mühendishane-i Berrî-i Hümâyun'a girdi. Mektebden me'zun olduktan sonra Belçika'da tahsîlini ikmâl etmiştir. Avdetinde mezkûr mektebde «Hendese-i Resmiyye» muallimliğine tâyin olundu. Binbaşılığa yükselmesinden sonra Mülkiye'ye nakl ederek son me'muriyeti olan Demiryolları Müdürlüğüne kadar ilmî hizmetlerde bulundu.,271
riyaziye_0160,,Demir Yolları,Hayrî Bey,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,271
riyaziye_0161,,Turûk-ı Mütenevvia-yı Âdiye,Hayrî Bey,Riyaziyeci,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,271
riyaziye_0162,,Cezîre-i Erkam,Hızır Halîfe et-Teberî,"Teberdâr (baltalı yeniçeri askeri, solak sınıfı), ilim erbabı",,,,Sultan Dördüncü Murad,,,,,,,,,,,,,"Hesab ilminden eser; fihristi: 1. bab Kara cümle, 2. bab Tefrîk, 3. bab Darb, 4. bab Tansîf, 5. bab Taz'îf, 6. bab Taksîm, 7. bab Taksîm-i Gurema, 8. bab Zekât, 9. bab Gümrük, 10. bab Altını kuruşa bozmak, 11. bab Kuruşu altına bozmak, 12. bab Siyakat-ı Arabî ve Erkam-ı Hindî beyanındadır.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Sultan Dördüncü Murad devri teberdâr (baltalı yeniçeri askeri, solak sınıfı) larından ve ilim erbabından bir zattır.",271
riyaziye_0163,,Miftâhu Künûzi Erbabi'l-Kalemi,İbrahim-zade,"Maârifçi, hesabcı",,,,Fatih devri,,Farsça,,,,,,,,,,,Farsça riyaziyenin hesab kısmına âit eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Fatih devri maârifçilerinden ve hesabcılarındandır.,271
riyaziye_0164,,Usturlap Kullanma Risalesi,İbrahim İbn-i Mehmed,"Riyaziyeci, hey'et (astronomi) şu'besinde geniş bilgi sâhibi",,,,,1098 (1687) tarihinde Köprülü Mehmed Paşa Medresesinde i'mal ve tersîm edilmiştir,,,,,,,,,,,,İki cepheli madenî bir levha üzerine mâhirane bir surette tersîm ettiği (usturlap) âleti; kullanma usûlüne dair hususî risale.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bu âletin tercemе sâhibinin eli ile yapıldığı yazılıdır. Üsküb'deki Melâmî Dergâhında tarafımdan görülmüştür. Mezkûr levha yardımımla Manastır'a götürülerek asrımız riyaziye ve astronomi mütehassıslarından hayatı aşağıda gelecek olan üstad-ı ekremim Bursa'lı Ali Sulhî Bey'e gösterilmiş ve kullanma usûlüne dair hususî risale kaleme alınıp Üsküb'e gönderilmiştir.,272
